entity,isInUMLS,weight
symptomatic anastomotic leakage,0,15.1236
symptomatic gallbladder disease,0,15.1236
symptomatic heart failure,0,15.1236
symptomatic premenopausal women,0,15.1236
symptoms in men,0,15.1236
symptoms of breast,0,15.1236
symptoms of heart,0,15.1236
syndrome and diseases,0,15.1236
syndrome and homeostasis,0,15.1236
syndrome and tumor,0,15.1236
syndrome at baseline,0,15.1236
syndrome in humans,0,15.1236
syndrome on breast,0,15.1236
syndrome on outcome,0,15.1236
syndrome or insulin,0,15.1236
syndrome risk factors,0,15.1236
syndrome to prostate,0,15.1236
syndrome with breast,0,15.1236
syndrome with cancer,0,15.1236
syndromes and cancer,0,15.1236
syngeneic all cells,0,15.1236
synthase inhibitor orlistat,0,15.1236
synthase inhibitory activity,0,15.1236
synthesis and storage,0,15.1236
synthesis of shbg,0,15.1236
synthetic absorbable mesh,0,15.1236
synthetic cannabinoid receptor,0,15.1236
synthetic non-absorbable mesh,0,15.1236
synthetic small molecules,0,15.1236
syphilis and pneumonia,0,15.1236
system for research,0,15.1236
system in cancer,0,15.1236
system in obesity,0,15.1236
system in terms,0,15.1236
system of breast,0,15.1236
system of choice,0,15.1236
systematic literature reviews,0,15.1236
systematic search strategy,0,15.1236
systemic conditions such,0,15.1236
systemic endocrine effects,0,15.1236
systemic glucose tolerance,0,15.1236
systemic inflammatory state,0,15.1236
systemic literature search,0,15.1236
systemic risk factors,0,15.1236
t cell differentiation,1,15.1236
t cell infiltration,0,15.1236
t cell subsets,1,15.1236
t11-cla,0,15.1236
t2 and t3,0,15.1236
t3 and t4,0,15.1236
tailored health messages,0,15.1236
taiwan's national,0,15.1236
talk between macrophages,0,15.1236
tamoxifen 20 mg,1,15.1236
tamoxifen and raloxifen,0,15.1236
tamoxifen and raloxifene,0,15.1236
tamoxifen or aromatase,0,15.1236
tamoxifen to cmfp,0,15.1236
target and biomarker,0,15.1236
target for anticancer,0,15.1236
target for insulin,0,15.1236
target for weight,0,15.1236
target gene expression,0,15.1236
target in cancer,0,15.1236
target in obesity,0,15.1236
target in type,0,15.1236
target of leptin,0,15.1236
target of mtorc1,0,15.1236
targeted cancer prevention,0,15.1236
targeted prevention efforts,0,15.1236
targeted therapies such,0,15.1236
targets and intervention,0,15.1236
targets for breast,0,15.1236
targets for interventions,0,15.1236
targets for weight,0,15.1236
targets in adipocytes,0,15.1236
targets in combination,0,15.1236
targets of interventions,0,15.1236
targets of resveratrol,0,15.1236
task force guidelines,0,15.1236
taxation and bans,0,15.1236
tcm database taiwan,0,15.1236
tcptp,1,15.1236
tea on obesity,0,15.1236
teams of health,0,15.1236
tears,1,15.1236
technologies and tools,0,15.1236
technology assessment programme,0,15.1236
tehran thyroid study,0,15.1236
telomere length maintenance,1,15.1236
telomere-associated cellular senescence,0,15.1236
terminal deoxynucleotidyl transferase-mediated,0,15.1236
terms and keyword,0,15.1236
terms of blood,0,15.1236
terms of body,0,15.1236
terms of breast,0,15.1236
terms of development,0,15.1236
terms of length,0,15.1236
terms of lifestyle,0,15.1236
terms of number,0,15.1236
terms of obesity,0,15.1236
terms of population,0,15.1236
terms of prevalence,0,15.1236
terms of recurrence,0,15.1236
terms of symptom,0,15.1236
tertiary cancer center,0,15.1236
tertiary care cancer,0,15.1236
tertile 3 vs,0,15.1236
tertile of c-peptide,0,15.1236
tertile of leptin,0,15.1236
tertile of waist,0,15.1236
tertile of waist-hip,0,15.1236
tertiles of waist,0,15.1236
test and cox,0,15.1236
test of significance,0,15.1236
test or fisher,0,15.1236
testing among women,0,15.1236
testing and mammography,0,15.1236
testing for cancer,0,15.1236
testosterone and androstenedione,0,15.1236
testosterone and bmi,0,15.1236
testosterone and body,0,15.1236
testosterone and factors,0,15.1236
testosterone or obesity,0,15.1236
tests and chi,0,15.1236
tests for interaction,0,15.1236
tests of liver,0,15.1236
tests of significance,0,15.1236
tetrazolium bromide assay,0,15.1236
texans from cigarette,0,15.1236
texas children's,0,15.1236
texas medical association,0,15.1236
texas public health,0,15.1236
tg hdl ratio,0,15.1236
thc,1,15.1236
the 10 year,0,15.1236
the 10 years,0,15.1236
the 13 patients,0,15.1236
the 13 years,0,15.1236
the 15 studies,0,15.1236
the 17 patients,0,15.1236
the 18 months,0,15.1236
the 1970 population,0,15.1236
the 1998 national,0,15.1236
the 2 years,0,15.1236
the 20 years,0,15.1236
the 2000 us,0,15.1236
the 2001-2004 national,0,15.1236
the 2002 survey,0,15.1236
the 2005 united,0,15.1236
the 2009 american,0,15.1236
the 2009 brfss,0,15.1236
the 21 century,0,15.1236
the 25 kg,0,15.1236
the 3 cohorts,0,15.1236
the 30 cr,0,15.1236
the 323 patients,0,15.1236
the 441 patients,0,15.1236
the 5 month,0,15.1236
the 6 trials,0,15.1236
the 620 patients,0,15.1236
the 95 ci,0,15.1236
the eight municipalities,0,15.1236
the five a,0,15.1236
the five components,0,15.1236
the five studies,0,15.1236
the four quartiles,0,15.1236
the three body,0,15.1236
the three cancers,0,15.1236
the three countries,0,15.1236
the three populations,0,15.1236
the three types,0,15.1236
the two approaches,0,15.1236
the two arms,0,15.1236
the two cell,0,15.1236
the two conditions,0,15.1236
the two disease,0,15.1236
the two ir,0,15.1236
the two populations,0,15.1236
the two sets,0,15.1236
the two studies,0,15.1236
the two surveys,0,15.1236
the'aquaglyceroporins,0,15.1236
then public presentation,0,15.1236
therapies for hypertension,0,15.1236
therapies on cancer,0,15.1236
therapy and body,0,15.1236
therapy and breast,0,15.1236
therapy and chemotherapy,0,15.1236
therapy and motivational-interviewing,0,15.1236
therapy and surgery,0,15.1236
therapy for cancer,0,15.1236
therapy for estrogen,0,15.1236
therapy for menopause,0,15.1236
therapy for type,0,15.1236
therapy in prostate,0,15.1236
therapy increases obesity,0,15.1236
therapy of breast,0,15.1236
therapy of choice,0,15.1236
therapy on breast,0,15.1236
therapy on insulin,0,15.1236
therapy or chemotherapy,0,15.1236
therapy related toxicities,0,15.1236
therapy with diabetes,0,15.1236
these three exposures,0,15.1236
these three factors,0,15.1236
these three risk,0,15.1236
these three snps,0,15.1236
these three variables,0,15.1236
these two cancers,0,15.1236
these two mechanisms,0,15.1236
these two types,0,15.1236
thiazolidinediones and fibrates,0,15.1236
third adult treatment,0,15.1236
third lumbar vertebra,1,15.1236
third of adults,0,15.1236
third of men,0,15.1236
thirteen observational studies,0,15.1236
thoracic surgery database,0,15.1236
thousands of genes,0,15.1236
three age groups,0,15.1236
three cell types,0,15.1236
three colonoscopy practices,0,15.1236
three control subjects,0,15.1236
three european countries,0,15.1236
three independent cohorts,0,15.1236
three independent risk,0,15.1236
three literature searches,0,15.1236
three main causes,0,15.1236
three ppar isotypes,0,15.1236
three times greater,0,15.1236
threshold for periodontitis,0,15.1236
thrifty genotype inheritance,0,15.1236
thrombin-antithrombin iii complex,1,15.1236
thromboembolism in women,0,15.1236
thrombogenic cvd risk,0,15.1236
thromboprophylaxis in patients,0,15.1236
thrombosis and obesity,0,15.1236
thrombosis or pe,0,15.1236
thymoma viral oncogene,0,15.1236
thyroid cancer stage,1,15.1236
thyroid-stimulating hormone levels,0,15.1236
tide of obesity,0,15.1236
time 4 h,0,15.1236
time after surgery,0,15.1236
time and resources,0,15.1236
time and travel,0,15.1236
time for weight,0,15.1236
time from surgery,0,15.1236
time of biopsy,0,15.1236
time of exposure,0,15.1236
time of plasma,0,15.1236
time of presentation,0,15.1236
time of recurrence,0,15.1236
time of treatment,0,15.1236
time per day,0,15.1236
time polymerase chain,0,15.1236
time that obesity,0,15.1236
time to hernia,0,15.1236
time to psa,0,15.1236
time to relapse,0,15.1236
time to tumour,0,15.1236
time-dependent cox models,0,15.1236
time-dependent cox proportional,0,15.1236
times greater risk,0,15.1236
times higher odds,0,15.1236
times per month,0,15.1236
times the rate,0,15.1236
timing of breast,0,15.1236
timing of exposure,0,15.1236
tissue and bone,0,15.1236
tissue and colon,0,15.1236
tissue by endocrine,0,15.1236
tissue fatty acid,0,15.1236
tissue growth factor,0,15.1236
tissue in carcinogenesis,0,15.1236
tissue in patients,0,15.1236
tissue in response,0,15.1236
tissue links obesity,0,15.1236
tissue of breast,0,15.1236
tissue of interest,0,15.1236
tissue of women,0,15.1236
tissue on breast,0,15.1236
tissue on tumor,0,15.1236
tissue that results,0,15.1236
tissue-derived mesenchymal stem,0,15.1236
tissues and cells,0,15.1236
tissues and plasma,0,15.1236
tissues by immunohistochemistry,0,15.1236
tissues during embryogenesis,0,15.1236
tissues in humans,0,15.1236
tissues in patients,0,15.1236
tissues in relation,0,15.1236
tissues of ovx,0,15.1236
tissues of patients,0,15.1236
tn breast cancer,0,15.1236
tnbc and obesity,0,15.1236
tnf-α and leptin,0,15.1236
tnf-α and vegf,0,15.1236
tnfalpha-mediated insulin resistance,0,15.1236
tnks,1,15.1236
tnm stage ii,0,15.1236
today's world,0,15.1236
tokushima,0,15.1236
tokushima fatty rats,0,15.1236
tolerance in animals,0,15.1236
tolerance to treatment,0,15.1236
too much time,0,15.1236
tool for obesity,0,15.1236
tool in patients,0,15.1236
tools and guidelines,0,15.1236
tools and methods,0,15.1236
tools and resources,0,15.1236
tools for ptp1b,0,15.1236
top vs bottom,0,15.1236
topiramate and lorcaserin,0,15.1236
torc1 and torc2,0,15.1236
total abdominal fat,0,15.1236
total aberrant crypt,0,15.1236
total adiponectin level,0,15.1236
total and ldl,0,15.1236
total body weight-related,0,15.1236
total breast area,0,15.1236
total cancer burden,0,15.1236
total cancer cases,0,15.1236
total daily calories,0,15.1236
total daily energy,0,15.1236
total endometrial cancer,0,15.1236
total flavonoid content,0,15.1236
total lymph node,0,15.1236
total meat consumption,0,15.1236
total medical costs,0,15.1236
total operative time,0,15.1236
total postoperative complications,0,15.1236
total prostate specific,0,15.1236
total stroke risk,0,15.1236
totality of breast,0,15.1236
toxic estrogen derivatives,0,15.1236
toxicity and efficacy,0,15.1236
toxicity and outcome,0,15.1236
toxicity during cycle,0,15.1236
toxicity of cancer,0,15.1236
tpp,1,15.1236
tract and gallbladder,0,15.1236
tract in relation,0,15.1236
traditional analytic methods,0,15.1236
traditional breast cancer,0,15.1236
traditional clinical interventions,0,15.1236
traditional dietary pattern,0,15.1236
traditional folk medicine,0,15.1236
traditional food rich,0,15.1236
traditional medicinal plant,0,15.1236
trafficking and oxidation,0,15.1236
trafficking to tumors,0,15.1236
training and support,0,15.1236
training in nutrition,0,15.1236
trait of interest,0,15.1236
trajectories in relation,0,15.1236
tram flap procedures,0,15.1236
tram flap surgery,0,15.1236
tramp mouse model,0,15.1236
trans-11 cla isomer,0,15.1236
transcript and protein,0,15.1236
transcription 3 phosphorylation,0,15.1236
transcription and estrogen,0,15.1236
transcription and translation,0,15.1236
transcription factor 1,1,15.1236
transcription factor creb,0,15.1236
transcription factor family,0,15.1236
transcription factor foxo1,0,15.1236
transcription factor signal,0,15.1236
transcription factors nuclear,0,15.1236
transcription factors peroxisome,0,15.1236
transcription from estrogen,0,15.1236
transcription in breast,0,15.1236
transcription polymerase chain,0,15.1236
transcription-quantitative polymerase chain,0,15.1236
transcriptional factor sp1,0,15.1236
transcripts and protein,0,15.1236
transferase-mediated deoxyuridine triphosphate,0,15.1236
transformation and cancer,0,15.1236
transformation and tumorigenesis,0,15.1236
transformation of cells,0,15.1236
transformation of hepatocytes,0,15.1236
transient ischemic attack,1,15.1236
transition in health,0,15.1236
transition in lifestyle,0,15.1236
translation of cr,0,15.1236
translocation and dna,0,15.1236
transport in lamellipodia,0,15.1236
transport water and,0,15.1236
transporter 4 translocation,0,15.1236
transrectal ultrasound prostate,0,15.1236
transvaginal ultrasound screening,0,15.1236
trastuzumab in breast,0,15.1236
trauma or fracture,0,15.1236
treatment and care,0,15.1236
treatment and cure,0,15.1236
treatment and management,0,15.1236
treatment and obesity,0,15.1236
treatment and outcomes,0,15.1236
treatment and tumor,0,15.1236
treatment for bc,0,15.1236
treatment for hypertension,0,15.1236
treatment for individuals,0,15.1236
treatment for men,0,15.1236
treatment for prevention,0,15.1236
treatment in childhood,0,15.1236
treatment in dose-dependent,0,15.1236
treatment in men,0,15.1236
treatment in women,0,15.1236
treatment of barrett,0,15.1236
treatment of cancers,0,15.1236
treatment of carcinoma,0,15.1236
treatment of depression,0,15.1236
treatment of disorders,0,15.1236
treatment of epilepsy,0,15.1236
treatment of helicobacter,0,15.1236
treatment of hepatitis,0,15.1236
treatment of inflammation,0,15.1236
treatment of lung,0,15.1236
treatment of malignancies,0,15.1236
treatment of malignancy,0,15.1236
treatment of mice,0,15.1236
treatment of obesity-induced,0,15.1236
treatment of obesity-promoted,0,15.1236
treatment of overweight,0,15.1236
treatment of pca,0,15.1236
treatment of rcc,0,15.1236
treatment of sepsis,0,15.1236
treatment of stage,0,15.1236
treatment of women,0,15.1236
treatment on body,0,15.1236
treatment on breast,0,15.1236
treatment on cancer,0,15.1236
treatment than men,0,15.1236
treatment with anastrozole,0,15.1236
treatment with aromatase,0,15.1236
treatment with azoxymethane,0,15.1236
treatment with corticosteroids,0,15.1236
treatment with gnrh,0,15.1236
treatment with hormone,0,15.1236
treatment with ob,0,15.1236
treatment with progesterone,0,15.1236
treatment with resveratrol,0,15.1236
treatment with tamoxifen,0,15.1236
treatment-related late effects,0,15.1236
treatment-related risk factors,0,15.1236
treatment-related weight gain,0,15.1236
treatments for nafld,0,15.1236
treatments for nash,0,15.1236
treatments for patients,0,15.1236
treatments in development,0,15.1236
tree-structured survival analysis,0,15.1236
trend in cancer,0,15.1236
trend of crc,0,15.1236
trend towards significance,0,15.1236
trends and projections,0,15.1236
trends for adenocarcinoma,0,15.1236
trends for obesity,0,15.1236
trends for smoking,0,15.1236
trends in age,0,15.1236
trends in body,0,15.1236
trends in cancer,0,15.1236
trends in development,0,15.1236
trends in diet,0,15.1236
trends in eac,0,15.1236
trends in europe,0,15.1236
trends in hcc,0,15.1236
trends in mortality,0,15.1236
trends in rates,0,15.1236
trends in relation,0,15.1236
trends in risk,0,15.1236
trends in women,0,15.1236
trends of breast,0,15.1236
trends of incidence,0,15.1236
trial of aspirin,0,15.1236
trial of diet,0,15.1236
trial of metformin,0,15.1236
trial of patients,0,15.1236
trial placebo arm,0,15.1236
trial registration clinicaltrials,0,15.1236
trials of testosterone,0,15.1236
trials of vitamin,0,15.1236
trials with cancer,0,15.1236
tribe,1,15.1236
triceps skin fold,0,15.1236
triglyceride and cholesterol,0,15.1236
triglycerides 149 mg,0,15.1236
triglycerides and breast,0,15.1236
triglycerides and cholesterol,0,15.1236
trillions of microbes,0,15.1236
trimethylamine,1,15.1236
trinucleotide,0,15.1236
triterpene type derivatives,0,15.1236
trunk fat mass,0,15.1236
trust and others,0,15.1236
tsc,1,15.1236
tsod,0,15.1236
tss,1,15.1236
tsumura,0,15.1236
tumor and follow-up,0,15.1236
tumor and infection,0,15.1236
tumor cell behavior,0,15.1236
tumor cell invasion,1,15.1236
tumor cell type,0,15.1236
tumor cell viability,0,15.1236
tumor cells',0,15.1236
tumor growth rates,0,15.1236
tumor in women,0,15.1236
tumor marker levels,0,15.1236
tumor microsatellite instability,0,15.1236
tumor necrosis factor-a,0,15.1236
tumor node metastasis,0,15.1236
tumor proliferation rates,0,15.1236
tumor size greater,0,15.1236
tumor size larger,0,15.1236
tumor stage grade,0,15.1236
tumor suppressive effects,0,15.1236
tumor suppressor brca1,0,15.1236
tumor suppressor function,0,15.1236
tumor suppressor pathway,0,15.1236
tumor-node-metastasis stage ii,0,15.1236
tumor-surrounding adipose tissue,0,15.1236
tumorigenesis and cancer,0,15.1236
tumorigenesis and survival,0,15.1236
tumors among men,0,15.1236
tumors and cancer,0,15.1236
tumors in patients,0,15.1236
tumour cell growth,0,15.1236
tumour suppressor protein,1,15.1236
tumour-surrounding,0,15.1236
tumours in breast,0,15.1236
turn adipose tissue,0,15.1236
turnover and exposure,0,15.1236
turnover and storage,0,15.1236
two activation functions,0,15.1236
two broad categories,0,15.1236
two clinical trials,0,15.1236
two different disease,0,15.1236
two established simulation,0,15.1236
two genetic risk,0,15.1236
two health indicators,0,15.1236
two health problems,0,15.1236
two human breast,0,15.1236
two important risk,0,15.1236
two independent cohort,0,15.1236
two independent mouse,0,15.1236
two independent studies,0,15.1236
two ir isoform,0,15.1236
two lifestyle factors,0,15.1236
two main mechanisms,0,15.1236
two main reasons,0,15.1236
two main types,0,15.1236
two major adipokines,0,15.1236
two major cancer,0,15.1236
two major causes,0,15.1236
two major classes,0,15.1236
two mouse strains,0,15.1236
two national surveys,0,15.1236
two pathogenetic types,0,15.1236
two patient groups,0,15.1236
two possible mechanisms,0,15.1236
two prospective cohorts,0,15.1236
two risk factor,0,15.1236
two self defense,0,15.1236
two separate studies,0,15.1236
two-thirds of americans,0,15.1236
two-thirds of cancers,0,15.1236
two-thirds of participants,0,15.1236
twofold higher incidence,0,15.1236
type 1 receptors,0,15.1236
type and grade,0,15.1236
type and population,0,15.1236
type and quantity,0,15.1236
type i collagen,1,15.1236
type i error,0,15.1236
type i interferon,1,15.1236
type i interferons,1,15.1236
type ii cancer,0,15.1236
type ii cancers,0,15.1236
type information regulation,0,15.1236
type of anastomosis,1,15.1236
type of colon,0,15.1236
type of diabetes,0,15.1236
type of exercise,0,15.1236
type of gastrectomy,0,15.1236
type of health,0,15.1236
type of lesion,0,15.1236
type of obesity,0,15.1236
type of operation,0,15.1236
type of resection,1,15.1236
type of statin,0,15.1236
type of thromboprophylaxis,0,15.1236
type-i endometrial cancer,0,15.1236
types and amounts,0,15.1236
types and tissues,0,15.1236
types of data,0,15.1236
types of fibre,0,15.1236
types of lesions,1,15.1236
types of organochlorine,0,15.1236
types of protein,0,15.1236
types of research,0,15.1236
types of tumour,0,15.1236
types of weight,0,15.1236
typhi and s,0,15.1236
tyrosine kinase 2,1,15.1236
tyrosine phosphatase family,0,15.1236
ucp2 and ucp3,0,15.1236
ucps,0,15.1236
uk clinical practice,0,15.1236
uk food purchase,0,15.1236
uk national health,0,15.1236
uk national screening,0,15.1236
ulcer with linen,0,15.1236
ulcers and wounds,0,15.1236
ultrasound for prostate,0,15.1236
ultrasound prostate volume,0,15.1236
ultrasound-guided prostate needle,0,15.1236
umeå and milan,0,15.1236
unadjusted logistic regression,0,15.1236
unadjusted odds ratio,0,15.1236
unaffected mammary gland,0,15.1236
uncommon benign tumor,0,15.1236
unconditional logistic model,0,15.1236
underestimation of bmi,0,15.1236
underestimation of fish,0,15.1236
undernutrition and overnutrition,0,15.1236
understanding if cancer,0,15.1236
understanding of barrett,0,15.1236
understanding of cancer,0,15.1236
understanding of effects,0,15.1236
understanding of energy,0,15.1236
understanding of prostate,0,15.1236
understanding of rcc,0,15.1236
understanding of tumor,0,15.1236
undesired side effects,0,15.1236
undetectable adipokine levels,0,15.1236
unexpected biological functions,0,15.1236
unfavorable fat distribution,0,15.1236
unfavorable pathological features,0,15.1236
unfavorable tumor characteristics,0,15.1236
unhealthy eating patterns,0,15.1236
unhealthy overweight individuals,0,15.1236
unifying theory review,0,15.1236
union medical college,0,15.1236
unique gene expression,0,15.1236
unique neurohormonal constellations,0,15.1236
unique therapeutic targets,0,15.1236
unit of alcohol,0,15.1236
unit of increase,0,15.1236
united kingdom clinical,0,15.1236
united kingdom collaborative,0,15.1236
united states cancer,0,15.1236
united states census,0,15.1236
united states centers,0,15.1236
united states food,0,15.1236
united states veterans,0,15.1236
universal screening tool,0,15.1236
university between january,0,15.1236
university bundang hospital,0,15.1236
university first hospital,0,15.1236
university hospital santa,0,15.1236
university medical center,1,15.1236
university of florida,0,15.1236
university of glasgow,0,15.1236
university of new,0,15.1236
university of wisconsin,0,15.1236
unknown risk factors,0,15.1236
unmatched case-control study,0,15.1236
unopposed oestrogen replacement,0,15.1236
unprovoked venous thromboembolism,0,15.1236
unrecognized risk factor,0,15.1236
unsaturated fatty acid,1,15.1236
unspecified gastrointestinal symptoms,0,15.1236
untreated prostate cancer,0,15.1236
up-regulation of aromatase,0,15.1236
up-regulation of leptin,0,15.1236
up-regulation of pea3,0,15.1236
upper 50th percentile,0,15.1236
upper abdominal pain,1,15.1236
upper gastrointestinal cancer,0,15.1236
upper gastrointestinal diseases,0,15.1236
upper intake level,0,15.1236
upper respiratory infections,1,15.1236
upper respiratory tract,1,15.1236
upregulation of tumor,0,15.1236
uptake and retention,0,15.1236
uptake in muscle,0,15.1236
urban nigerian population,0,15.1236
urban school districts,0,15.1236
urban southwestern nigeria,0,15.1236
urban teaching hospital,0,15.1236
urinary melatonin metabolite,0,15.1236
urinary prostaglandin e2,0,15.1236
urinary tract injury,1,15.1236
urine of patients,0,15.1236
urologic cancer database,0,15.1236
urologic research endeavor,0,15.1236
urological association symptom,0,15.1236
urology and nephrology,0,15.1236
urothelial carcinoma patients,0,15.1236
urothelial cell carcinoma,0,15.1236
us and australia,0,15.1236
us breast cancer,0,15.1236
us cancer incidence,0,15.1236
us cancer survivors,0,15.1236
us clinical centers,0,15.1236
us cohort study,0,15.1236
us health professionals,0,15.1236
usage and obesity,0,15.1236
usd,0,15.1236
use and breast,0,15.1236
use and hormone,0,15.1236
use and tobacco,0,15.1236
use and weight,0,15.1236
use at baseline,0,15.1236
use for end,0,15.1236
use in health,0,15.1236
use in phase,0,15.1236
use of adt,0,15.1236
use of agonists,0,15.1236
use of analgesics,0,15.1236
use of antidepressants,0,15.1236
use of bmi,0,15.1236
use of chemoprevention,0,15.1236
use of diet,0,15.1236
use of diuretics,0,15.1236
use of lifestyle,0,15.1236
use of ocs,0,15.1236
use of pap,0,15.1236
use of prophylaxis,0,15.1236
use of proton,0,15.1236
use of pubmed,0,15.1236
use of radiotherapy,0,15.1236
use of resources,0,15.1236
use of resveratrol,0,15.1236
use of rosiglitazone,0,15.1236
use of screening,0,15.1236
use of sentinel,0,15.1236
use of sigmoidoscopy,0,15.1236
use of sun,0,15.1236
use of treatment,0,15.1236
use on cancer,0,15.1236
useful chemoprevention modality,0,15.1236
useful palliative treatment,0,15.1236
useful risk assessment,0,15.1236
users and nonusers,0,15.1236
users of hormone,0,15.1236
usual body weight,1,15.1236
uteri and ovary,0,15.1236
uterine cancer cells,0,15.1236
uterine cancer patients,0,15.1236
uterine cancer risk,0,15.1236
uterine corpus cancers,0,15.1236
utilization of cancer,0,15.1236
utilization of nutrients,0,15.1236
v-akt murine thymoma,0,15.1236
va and vb,0,15.1236
vaccination against hepatitis,0,15.1236
valuable new insights,0,15.1236
value for bcr,0,15.1236
value of sarcopenia,0,15.1236
value of thromboprophylaxis,0,15.1236
values in patients,0,15.1236
vanilloid subfamily member,0,15.1236
variability between studies,0,15.1236
variability in insulin,0,15.1236
variability in screening,0,15.1236
variables and bmi,0,15.1236
variables in breast,0,15.1236
variables of patients,0,15.1236
variables with breast,0,15.1236
variables with risk,0,15.1236
variants in fto,0,15.1236
variants with cancer,0,15.1236
variation in crc,0,15.1236
variation in fto,0,15.1236
variation in rates,0,15.1236
variation of breast,0,15.1236
variations and gender,0,15.1236
variations and time,0,15.1236
variations for imaging,0,15.1236
variations in adipoq,0,15.1236
variations in hcc,0,15.1236
variations in health,0,15.1236
variations in incidence,0,15.1236
variations in leptin,0,15.1236
variations in serum,0,15.1236
variety of approaches,0,15.1236
variety of biomarkers,0,15.1236
variety of causes,0,15.1236
variety of cell,0,15.1236
variety of drugs,0,15.1236
variety of functions,0,15.1236
variety of illnesses,0,15.1236
variety of options,0,15.1236
variety of pathways,0,15.1236
variety of policies,0,15.1236
variety of proteins,0,15.1236
variety of risk,0,15.1236
variety of sources,0,15.1236
variety of vegetables,0,15.1236
various beneficial health,0,15.1236
various biological mechanisms,0,15.1236
various biological processes,0,15.1236
various bmi groups,0,15.1236
various body weights,0,15.1236
various cancer forms,0,15.1236
various cellular functions,0,15.1236
various cellular processes,0,15.1236
various chronic illnesses,0,15.1236
various classical risk,0,15.1236
various clinicopathological characteristics,0,15.1236
various disease models,0,15.1236
various disorders such,0,15.1236
various epidemiologic studies,0,15.1236
various epidemiological studies,0,15.1236
various ethnic populations,0,15.1236
various experimental models,0,15.1236
various growth factors,0,15.1236
various health outcomes,0,15.1236
various laboratory tests,0,15.1236
various medical conditions,0,15.1236
various molecular targets,0,15.1236
various nutritional states,0,15.1236
various pathologies such,0,15.1236
various pharmacological activities,0,15.1236
various potential risk,0,15.1236
various protein precursors,0,15.1236
vascular cognitive impairment,0,15.1236
vascular space invasion,0,15.1236
vdd,0,15.1236
vegetables and wholegrain,0,15.1236
vegf and fgf-2,0,15.1236
vein thrombosis risk,0,15.1236
venous access devices,0,15.1236
venous blood sample,1,15.1236
venous thromboembolism patients,0,15.1236
vertical rectus abdominis,0,15.1236
very few cases,0,15.1236
very few medications,0,15.1236
very high level,0,15.1236
very hot drinks,0,15.1236
very important risk,0,15.1236
very important role,0,15.1236
very lean individuals,0,15.1236
very limited number,0,15.1236
very long time,0,15.1236
very low cytotoxicity,0,15.1236
very strong risk,0,15.1236
veterans'administration,0,15.1236
vfa 130 cm,0,15.1236
vfa and bmi,0,15.1236
vhr,1,15.1236
viability and proliferation,0,15.1236
viable treatment option,0,15.1236
viable yellow agouti,0,15.1236
video or computer,0,15.1236
view that obesity,0,15.1236
vigilant follow-up care,0,15.1236
vigorous athletic participation,0,15.1236
viral hepatitis infection,0,15.1236
virginia cancer registry,0,15.1236
virus hepatitis c,0,15.1236
virus or hepatitis,0,15.1236
visceral abdominal obesity,0,15.1236
visceral adipose inflammation,0,15.1236
visceral adipose tissues,0,15.1236
visceral fat areas,0,15.1236
visceral fat deposition,0,15.1236
visceral fat index,0,15.1236
visceral fat levels,0,15.1236
visceral fat macrophages,0,15.1236
visfatin and leptin,0,15.1236
vital statistics death,0,15.1236
vital statistics system,0,15.1236
vitamin d compounds,0,15.1236
vitamin d deficient,0,15.1236
vitamin d metabolites,0,15.1236
vitamin d receptors,1,15.1236
vitamin d supplements,1,15.1236
vitamin e placebo,0,15.1236
vitamin e supplementation,0,15.1236
vitamin k antagonist,1,15.1236
vitamin k-dependent protein,0,15.1236
vivo mouse model,0,15.1236
voltage-dependent anion channel,1,15.1236
volume and accounting,0,15.1236
volume and body,0,15.1236
volume of blood,1,15.1236
volume of tumor,0,15.1236
von hippel lindau,0,15.1236
von willebrand factor,1,15.1236
vs 25 kg,0,15.1236
vs 7 days,0,15.1236
vs the highest,0,15.1236
vs usual care,0,15.1236
vte in thai,0,15.1236
waist circumference 102,0,15.1236
waist circumference data,0,15.1236
waist circumference gain,0,15.1236
waist circumference measurements,0,15.1236
waist-hip circumference ratio,0,15.1236
waist-hip ratio 1,0,15.1236
waist-to hip ratio,0,15.1236
waist-to-hip and waist-to-height,0,15.1236
waist-to-thigh circumference ratio,0,15.1236
wait-list control group,0,15.1236
wanfang data knowledge,0,15.1236
warrants further evaluation,0,15.1236
warrants further investigation,0,15.1236
wat to tumors,0,15.1236
water and glycerol,0,15.1236
water and soil,0,15.1236
water channel aquaporin-4,0,15.1236
water with egcg,0,15.1236
way of life,0,15.1236
way of prevention,0,15.1236
wc and hc,0,15.1236
weak inverse association,0,15.1236
weak inverse associations,0,15.1236
weak positive associations,0,15.1236
weak risk factors,0,15.1236
weather,1,15.1236
web-based weight loss,0,15.1236
week of exercise,0,15.1236
week old c57bl,0,15.1236
weekly intraperitoneal injections,0,15.1236
weekly physical activity,0,15.1236
weeks after tumor,0,15.1236
weeks of diet,0,15.1236
weeks of intervention,0,15.1236
weeks of pregnancy,0,15.1236
weight & height,0,15.1236
weight and all-cause,0,15.1236
weight and control,0,15.1236
weight and crc,0,15.1236
weight and development,0,15.1236
weight and exercise,0,15.1236
weight and gain,0,15.1236
weight and tobacco,0,15.1236
weight and wc,0,15.1236
weight c57bl 6j,0,15.1236
weight change category,0,15.1236
weight control programs,0,15.1236
weight during chemotherapy,0,15.1236
weight gain 10,0,15.1236
